,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,number of countries
9429,Europe & Central Asia,ECS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,41.17673471706691,40.44165539157517,39.65806073920169,38.543399371287954,38.93352507833942,39.33265231805728,39.87233674347413,40.516553021954095,41.222248101687214,38.80690136874049,38.25023255328386,38.479233460489695,37.71488970133247,37.411668575700055,37.75028948503285,38.07586403546257,38.364054799705364,38.629576468701714,232
9442,Latin America & Caribbean,LCN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,57.6273421674305,57.442326879090736,55.07951650556887,53.629889017062176,54.63303901122053,55.70271777656294,55.23614597941256,55.191103582719315,55.76622749380704,54.15545190244271,54.43634068980514,53.46377806247401,53.91117975396601,52.36313548832362,51.877842405733006,51.31874773940114,49.841052069401684,49.3829414423345,232
9449,Middle East & North Africa,MEA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,39.3329803869244,38.6474474537394,37.67127035525154,37.84677180297377,39.3938143513214,40.20956139505788,38.98870424362391,38.76544130264022,38.49583826254185,38.22796278261516,38.12253044280907,36.66546932091169,35.586128551588565,36.0451550463906,35.85798853835684,35.254102016376905,35.085796445161826,35.20965195191719,232
9460,South Asia,SAS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,59.478473407000465,59.699527338950084,59.41786373974513,59.70672917313113,59.89269988154946,59.56429609186128,58.36634967093645,57.19019050944606,55.03250052210126,53.416814023261644,51.82714742722793,50.185500238044455,48.949686746463655,48.372903562360676,47.85893523438226,47.87630758063936,47.79097155844418,47.66884463129259,232
9462,Sub-Saharan Africa,SSF,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,50.055304882189205,49.702862689338566,49.834176125364216,49.69500606126459,49.87055098090203,49.87968857454133,49.7284812638425,49.706611929475216,49.88901353196614,49.778974167228796,49.62644097927207,49.735457109114144,50.2477238692981,50.55614558487992,50.56297060974823,50.64036004969539,50.57435469424826,50.58176387214026,232
9657,East Asia & Pacific,EAS,"Expected years of schooling, female",SE.SCH.LIFE.FE,10.1450204849243,10.172095298767099,10.3832359313965,10.6426849365234,11.0037403106689,11.2405309677124,11.441359519958501,11.811749458313,12.0424699783325,12.2940511703491,12.549950599670401,12.7847490310669,13.049579620361301,13.312263488769501,13.469607353210401,,,,225
9661,Europe & Central Asia,ECS,"Expected years of schooling, female",SE.SCH.LIFE.FE,13.677227020263699,13.985013008117699,14.175018310546902,14.373600959777802,14.371196746826199,14.552120208740199,14.674568176269501,14.7769994735718,14.8577423095703,14.9579267501831,15.1951169967651,15.3361597061157,15.404092788696301,15.992680549621598,16.036748886108402,,,,225
9674,Latin America & Caribbean,LCN,"Expected years of schooling, female",SE.SCH.LIFE.FE,13.0088958740234,13.091839790344201,13.232172966003402,13.1857242584229,13.2129220962524,13.326820373535199,13.4314022064209,13.5633382797241,13.821758270263699,13.9291658401489,14.0880794525146,14.1791543960571,14.2307586669922,14.6428279876709,14.6336517333984,,,,225
9680,Middle East & North Africa,MEA,"Expected years of schooling, female",SE.SCH.LIFE.FE,9.934282302856449,10.174844741821301,10.379263877868699,10.5883255004883,10.7955007553101,11.1388635635376,11.2873020172119,11.455204010009801,11.658940315246598,11.745601654052699,11.9381284713745,12.1847629547119,12.662560462951697,12.5529470443726,12.5874471664429,,,,225
9691,South Asia,SAS,"Expected years of schooling, female",SE.SCH.LIFE.FE,6.9578537940979,7.04296970367432,7.32096147537231,8.08730888366699,8.26839065551758,8.58138179779053,8.83169841766357,9.17982292175293,9.52634048461914,9.645711898803711,9.96799087524414,10.3836097717285,10.7404842376709,11.086651802063,11.114043235778801,,,,225
9693,Sub-Saharan Africa,SSF,"Expected years of schooling, female",SE.SCH.LIFE.FE,6.231554985046389,6.41276073455811,6.6243577003479,6.905935764312741,7.1629962921142605,7.42967987060547,7.68823575973511,7.81319284439087,8.07714080810547,8.27089786529541,8.40817928314209,8.527843475341799,8.622410774230959,8.682581901550291,8.7411642074585,,,,225
9882,East Asia & Pacific,EAS,"Expected years of schooling, male",SE.SCH.LIFE.MA,10.566133499145499,10.5638132095337,10.7541751861572,11.018141746521001,11.274800300598098,11.476994514465302,11.6142587661743,11.9450035095215,12.1421871185303,12.3531904220581,12.607180595397901,12.8155002593994,13.008575439453098,13.222455024719201,13.2830257415771,,,,225
9886,Europe & Central Asia,ECS,"Expected years of schooling, male",SE.SCH.LIFE.MA,13.6314687728882,13.917016029357901,14.0918226242065,14.2627553939819,14.212121009826697,14.3463745117188,14.426769256591802,14.4936981201172,14.5276851654053,14.587806701660199,14.832399368286099,14.9735975265503,15.0562200546265,15.5973873138428,15.6564159393311,,,,225
9899,Latin America & Caribbean,LCN,"Expected years of schooling, male",SE.SCH.LIFE.MA,12.730195045471199,12.7891578674316,12.9373111724854,12.7102222442627,12.787257194519,12.845560073852502,12.8510427474976,12.893435478210401,13.102531433105499,13.1748762130737,13.3417654037476,13.424938201904302,13.4433584213257,13.848491668701199,13.8389987945557,,,,225
9905,Middle East & North Africa,MEA,"Expected years of schooling, male",SE.SCH.LIFE.MA,11.2971935272217,11.4642686843872,11.5889110565186,11.677138328552198,11.748492240905799,12.028376579284698,12.095966339111301,12.2058582305908,12.305278778076199,12.4256439208984,12.595884323120101,12.845461845397901,13.258208274841301,13.2479238510132,13.2451457977295,,,,225
9916,South Asia,SAS,"Expected years of schooling, male",SE.SCH.LIFE.MA,8.87442302703857,8.84347152709961,9.01939964294434,9.23789024353027,9.50942420959473,9.67249393463135,9.87864017486572,10.1745872497559,10.3496122360229,10.282264709472699,10.597919464111301,10.909177780151401,11.146277427673303,10.9412059783936,10.965213775634801,,,,225
9918,Sub-Saharan Africa,SSF,"Expected years of schooling, male",SE.SCH.LIFE.MA,7.60401105880737,7.77607917785645,8.065892219543459,8.34069347381592,8.593564987182619,8.80137634277344,8.99218845367432,9.052958488464359,9.25156116485596,9.38683700561523,9.473630905151369,9.65670204162598,9.69267559051514,9.70567512512207,9.76960182189941,,,,225
10107,East Asia & Pacific,EAS,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,49.16751960641078,,,,,44.953527875791615,,,,,42.86274313925404,,,,,41.71055892577164,,,260
10111,Europe & Central Asia,ECS,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,52.29093047759885,,,,,52.48223154803972,,,,,52.688101383283,,,,,52.30951901638395,,,260
10124,Latin America & Caribbean,LCN,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,48.93689265692473,,,,,48.75314040466751,,,,,48.50310428719886,,,,,48.41893589104254,,,260
10131,Middle East & North Africa,MEA,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,44.12233208275651,,,,,43.33129529446865,,,,,43.152688817533424,,,,,44.943702354058544,,,260
10142,South Asia,SAS,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,45.106282795406855,,,,,45.13431603439222,,,,,45.40844997739678,,,,,45.77288925650657,,,260
10144,Sub-Saharan Africa,SSF,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,47.23390638577258,,,,,46.822963138365544,,,,,47.733149334079,,,,,47.9630229749847,,,260
10367,East Asia & Pacific,EAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.7885692840945584,1.7799696993492051,1.7806208901037508,1.7832851455857632,1.7869274868750755,1.7863012385587558,1.7923003519356062,1.7968016495129353,1.796322695451116,1.795596346118958,1.7969518710731078,1.7995525609735945,1.8049178659032372,1.8003743561780643,1.802500888649298,1.8063298164681592,,,254
10371,Europe & Central Asia,ECS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5559163529129647,1.5419440885635232,1.5546708379973355,1.5684174733265133,1.5972456066123328,1.5887040001079908,1.6188836647015026,1.663719909910213,1.7218935231624104,1.7206931382535535,1.7277580084677318,1.7127832861249417,1.7383257900305218,1.7265700817989935,1.7537572497044502,1.7582915167520936,,,254
10384,Latin America & Caribbean,LCN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.6156454090386334,2.559668721992268,2.5047943229398366,2.452194576380772,2.4027699704969656,2.356178861053165,2.3138817493710446,2.2759317509311594,2.2436086603919247,2.214944005366929,2.190509524267783,2.1682240349290764,2.1472098667428257,2.126605627635505,2.1063469500229077,2.08613198705308,,,254
10391,Middle East & North Africa,MEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.2010636418963085,3.1106621296747474,3.0354091007132875,2.9757028371111733,2.9256781368648124,2.888381260069784,2.8677368529850797,2.8587457549875777,2.8609076796566315,2.8681100814070666,2.87787844846376,2.881210759746613,2.8794218880006506,2.86677369655656,2.8450463671483863,2.8133479675683906,,,254
10402,South Asia,SAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.4622626866495914,3.385800542087256,3.3112976644163963,3.238891456021055,3.1677300827057184,3.0982352128709936,3.027523013954304,2.9559289034434686,2.8841503964126014,2.8127743932121008,2.744239898297374,2.6797250138651747,2.6218601618659414,2.5713994453930287,2.527948971773561,2.4914932835512094,,,254
10404,Sub-Saharan Africa,SSF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.774069565920246,5.7256857799177805,5.676898418612959,5.627678028001242,5.578169003742392,5.527712529642887,5.475382291339269,5.421946822789249,5.367048172749045,5.310015341186805,5.250849897253392,5.188565948991745,5.123684172324731,5.056974576257413,4.988897275961105,4.919645146719653,,,254
10621,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,8291881372201.961,7712927229834.076,7837074972126.928,8617381783014.604,9663708744825.506,10311337123730.322,10939731186788.5,12236995324293.855,14134059989615.885,14564521831208.293,16938756587419.086,19638672525944.97,21019132105911.6,21262544412410.09,21900031790821.44,21766948388560.16,22480427869996.227,,256
10625,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10025331255412.225,10122519397601.81,11073970001446.49,13488994424517.475,15722616205763.625,16747765816605.46,18128083129847.203,21178802883227.4,23242038760382.06,20443199631948.95,20924691161658.734,23182627672175.074,22340699161445.04,23349158951152.44,23654699725965.01,20364623091493.914,20273841359270.99,,256
10638,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2262091810679.885,2204817296105.2705,1976797807992.5144,2035302568313.8977,2350657774176.3853,2845509423691.618,3337244559997.562,3936347648225.089,4576034696193.336,4302163169714.595,5334533033072.822,6064277798886.026,6121206635064.581,6272989482508.83,6391549877362.084,5459206256454.349,5299865625774.021,,256
10645,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,967021642510.4489,970615931120.0034,966820093048.2064,1089098416129.6012,1271214902549.3992,1530143773484.474,1790939429141.4597,2123322295847.045,2647704729411.9487,2368231329944.2583,2767962267741.373,3282392899960.522,3529758430134.7856,3524023587337.772,3563559183199.116,3147279271333.7983,3144797691272.845,,256
10656,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,614756473708.65,630828017007.045,663250167513.2131,774466662241.1581,897926604903.8304,1028639938471.386,1176253735122.3542,1488693557083.0066,1515641609304.5176,1665589062548.3054,2042141855806.9,2272006394117.5366,2297909547839.053,2356659793779.4272,2577691553786.7324,2682804385971.408,2892480763179.4688,,256
10658,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,367679644790.8525,342345476693.0708,366969503176.65546,468505411662.9389,583461060225.8335,685226908393.0327,802075288542.1632,933327105483.5334,1067466936503.7216,1022616202357.6442,1365815003522.1694,1537231271076.8027,1612110026187.1497,1698517981177.8608,1780285270973.2678,1605874046218.3655,1512596044161.4153,,256
10877,East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.883606831047132,2.673254877966855,3.592037050465464,4.262164501026007,5.154392007068238,5.045956050125085,5.5452377472257695,6.4996550435490414,3.5025188226497197,1.3493649184546823,7.063612653406067,4.604829244078303,4.660138650676956,4.752732347581286,4.1168023463797,4.11485004530536,4.109387602537184,,253
10881,Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.30057926685636,2.20358868342538,1.7455106364752595,1.867200504387711,3.2474678157314827,2.756778844755118,3.932622047227569,3.701139818856774,1.002344765908347,-4.47858365168959,2.5961021126557,2.3949835886400024,0.2882092083708017,0.8929514849591413,1.8295130449002956,1.966615224919039,1.8065118386611798,,253
10894,Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.792057211659653,0.9402869359078352,0.3720252271392326,1.593736446518122,6.2586842954058435,4.4920602833344665,5.38393245990747,5.69788302293756,3.9878323646463936,-1.7437073315921765,5.779720443997633,4.395114569604814,2.8162523389522387,2.7868484432524814,0.9218085328471376,-0.1490458161519541,-0.6510374521464257,,253
10901,Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.7228177318267655,1.4957720526588931,1.7481940025929674,5.444096220711386,8.035672714593602,5.062254736717819,6.001802595414944,5.170390073881934,4.510918804294349,0.5385764895445817,5.025404629899668,3.6082050216813712,2.716749919199657,3.0706438680514907,3.245617842129448,2.602229486201992,4.887553435980308,,253
10912,South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.0784192751308135,4.307813038259596,3.7131890935593503,7.334553538572508,7.531631943429432,8.770288963702683,8.672001908185308,9.009101593107232,3.880673621763336,7.609016780805263,9.05534364919059,6.313792272147637,5.518072799581006,6.056683419729552,7.057580588357923,7.483065783639574,6.823505412579094,,253
10914,Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.591890498862057,3.9430814426949463,2.9724085204994,4.876535286119776,11.697293574472935,5.532269449788926,7.063739481645343,7.133813407316621,5.3915154536347245,2.8817955720367365,5.398273765116984,4.3613745934565324,3.7765578950840246,4.844601271932831,4.6403230132376905,3.0428593409482123,1.2395422484722758,,253
11130,East Asia & Pacific,EAS,GDP per capita (Current US$),NY.GDP.PCAP.CD,4055.709091775949,3738.6903488515823,3766.856126803546,4108.866428488375,4572.447267095784,4842.264865866715,5099.524141822297,5664.143434739641,6495.933480915996,6648.004566367471,7679.8342034666175,8844.822996505745,9402.722845418597,9447.701067257092,9665.056079273312,9541.871088845035,9787.77554544772,,256
11134,Europe & Central Asia,ECS,GDP per capita (Current US$),NY.GDP.PCAP.CD,11626.213352611492,11721.093285954688,12799.364278618972,15550.032025098972,18071.33375595396,19191.592037030183,20709.68565079004,24108.84778249605,26352.53922401689,23084.226956438888,23536.90592745521,26015.889000327774,24970.975152585055,25976.5546342867,26192.934765466918,22442.21480785425,22230.203651400367,,256
11147,Latin America & Caribbean,LCN,GDP per capita (Current US$),NY.GDP.PCAP.CD,4310.148146850011,4143.045093971665,3664.9885364740203,3724.382386151632,4246.395764493211,5075.128695494521,5877.232286878077,6845.83233114357,7860.103922073034,7299.81292099225,8943.388373677875,10047.937099888979,10025.80744250982,10158.813258739185,10237.424347501366,8650.871589295493,8311.370178028923,,256
11154,Middle East & North Africa,MEA,GDP per capita (Current US$),NY.GDP.PCAP.CD,3049.298393775763,3003.177229901561,2936.0799050482965,3245.973954857237,3716.494316066599,4384.9153332046835,5026.666551576512,5833.362033295097,7117.4922987213595,6229.0307883995065,7127.014831703817,8276.889367889293,8720.137091653058,8533.769497744493,8464.051913988953,7336.9699328553625,7200.9353640719755,,256
11165,South Asia,SAS,GDP per capita (Current US$),NY.GDP.PCAP.CD,443.3858408038169,446.76417415093863,461.4072817340054,529.4498806297593,603.5133256538053,680.0830041881118,765.3920427704921,953.8694487685484,956.6951702374723,1036.096112800824,1252.2869855769247,1373.8458115377287,1370.5654092809766,1386.8365793312612,1497.055909302605,1538.1370740130994,1637.515774493624,,256
11167,Sub-Saharan Africa,SSF,GDP per capita (Current US$),NY.GDP.PCAP.CD,548.9245534359442,497.92524338738883,519.8389923962667,646.2945157875082,783.6505233617078,895.8776814641507,1020.5753542211121,1155.5986042909046,1285.932768176406,1198.511342434552,1557.3306414553479,1705.2764508299438,1739.9095547006516,1783.635508344927,1819.1698784272285,1596.977602302274,1464.1245394999182,,256
11386,East Asia & Pacific,EAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3838.6462264118213,3922.8320833970215,3876.5521861127972,4057.003505018514,4561.003628801108,4990.195003455838,5276.842468960127,5647.580417549565,6156.981549572901,6513.159585749474,7340.783299575659,8139.09970357477,9098.578815331157,9704.78124396992,9924.208998847502,9798.860171139688,9857.964552407057,,246
11390,Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12501.510502613772,12086.254415246238,12018.36881579761,13602.489721464432,16564.70007255559,19210.64635753502,20813.907101368877,22565.301142775166,24535.092020500262,24248.800790386933,24465.162051627944,24919.629832125956,25201.808107080986,25886.446275123,25883.59168858036,24487.931779423576,23136.34646869343,,246
11403,Latin America & Caribbean,LCN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4047.7418540338344,3938.196546840637,3683.2026208525563,3676.212176544965,4022.250075505213,4536.10690439639,5174.43132400725,6077.907648542326,6985.682618725976,7143.789734683352,7975.173154101433,8773.698298616306,9693.992320780668,10075.13228197116,9870.578365531801,9012.456427873549,8259.587996399934,,246
11410,Middle East & North Africa,MEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2882.9477159166136,2967.381306127455,2953.5143168374248,3202.2742109885717,3628.165520863764,4134.249303930789,4703.185871753219,5420.67380637764,6304.037500601356,6496.913733901727,6904.978814013423,7306.010926509104,8124.438285507283,8623.957272194479,8636.825975472048,8026.7919941591335,7654.340579155772,,246
11421,South Asia,SAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,440.9293133125425,448.38790031351897,454.64719824657186,507.51486786304133,591.0395869876903,683.6262554922532,759.7162017339188,875.9211169882825,955.2424531417836,1058.9863839484653,1160.0932077027712,1296.9666523815022,1405.2857716363458,1450.7026347563346,1494.5350587711262,1536.9843253997808,1610.6560737321786,,246
11423,Sub-Saharan Africa,SSF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,504.62784306040777,492.83629032390513,486.3496695090355,530.9895509652299,664.4087741374727,803.4239158390886,924.5288564822072,1031.5980913618885,1151.3988399920918,1186.146835390998,1287.5661978911246,1410.4564997162588,1627.247984269858,1682.5336812802775,1745.9999750170211,1655.2650903210895,1516.069228290618,,246
11632,East Asia & Pacific,EAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5658.664548589069,5972.604044801258,6346.897816799419,6769.110929772773,7359.43297841052,7979.803858312064,8800.951139776447,9767.941355020492,10405.054185775234,10758.26171259462,11738.672487508513,12601.058098141975,13499.991278213867,14389.108336293371,15330.4720068522,16149.93115362105,17023.39655840968,,236
11636,Europe & Central Asia,ECS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15782.154449266032,16592.2170272098,17331.887835639132,18004.7091373801,19177.684805588557,20223.547171572387,22345.170045309835,23839.674401233795,25347.50263995229,24756.35514921526,25894.74686928292,27580.729370476234,28280.604600535742,29258.848141946,29915.207287334157,30338.93011058832,30824.645376833814,,236
11649,Latin America & Caribbean,LCN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8309.383620994658,8424.69653757696,8430.889140535483,8629.49247348619,9302.572526644157,9991.970290844798,10809.368625962215,11695.599377223829,12276.191145088553,12075.629535584165,12890.53175660789,13698.268740340445,14196.297103327839,14684.206751062087,15007.9203874884,14990.068006577863,15026.767080720017,,236
11656,Middle East & North Africa,MEA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10786.46886887918,11060.55889977545,11149.45839709886,11683.953442563254,12723.97529650608,13495.061874032624,14475.442570427651,15409.970742655963,16016.457133654469,15848.340876476665,16383.475126475902,16859.360474663634,17275.385608669218,17729.12776840468,18271.24617787442,18729.792597055133,19619.017552782927,,236
11667,South Asia,SAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1979.994100010228,2076.0901087974617,2157.16562061828,2325.006856608676,2523.752735124453,2785.9586419313287,3068.4541177076244,3388.159252526105,3530.8376665424266,3772.820945547783,4087.3414810037843,4379.843387056671,4632.623269676368,4919.6138193270535,5289.310726602762,5682.946623101468,6062.797050758281,,236
11669,Sub-Saharan Africa,SSF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1781.6590465374939,1854.9455138197793,1892.226933331795,1964.1806718207479,2197.719483991211,2332.725438794348,2577.740044436419,2719.558268909522,2837.7597737384694,2882.672133879353,3019.7106119360774,3137.231834196164,3241.0644182439423,3318.1751013361586,3519.451896048266,3603.1096906740117,3612.759511988999,,236
11868,East Asia & Pacific,EAS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,7848097193114.932,8092812073456.032,8065301432605.786,8508611488408.682,9639523012109.307,10626346228290.787,11320122529084.547,12201212056047.498,13396557528226.154,14269101958307.572,16190940869058.787,18071714244328.9,20339239307545.523,21841116769430.46,22487245887750.47,22353192746574.03,22641637013063.453,,246
11872,Europe & Central Asia,ECS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,10780103562572.748,10437878257421.924,10398255166062.28,11799583931160.568,14411798560168.195,16764393790824.256,18219312671032.168,19822849653166.72,21639112454495.6,21474536545178.504,21749925913290.887,22205756648151.6,22547217711939.34,23268164591794.113,23375333642646.04,22220957478922.625,21100239354301.74,,246
11885,Latin America & Caribbean,LCN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2124373313350.7031,2095802402578.3564,1986622002997.6973,2008978485240.8992,2226578475969.324,2543292144451.6846,2938175989007.3936,3494791622287.9976,4066959719211.173,4210210511060.924,4757014104435.449,5295230580913.057,5918618570573.01,6221317119430.366,6162516254110.878,5687387450988.192,5266845967334.486,,246
11892,Middle East & North Africa,MEA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,914266980630.0514,959046819068.1512,972561060655.8064,1074436153741.016,1241002322833.9766,1442672286632.0227,1675687243997.1482,1973105301179.8318,2345099819459.0293,2470078440007.9272,2681728783799.032,2897368483049.2046,3288630009708.1226,3561266665503.32,3636301009415.837,3443186532003.9,3342809144162.806,,246
11903,South Asia,SAS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,611350487231.1243,633120707456.6536,653532881542.793,742380648540.5771,879367773913.9954,1033999181065.3568,1167531108225.079,1367040453027.2468,1513340146367.0312,1702386599756.7144,1891798703789.684,2144866987562.284,2356122203448.6025,2465187768344.4883,2573351051148.872,2680793772556.0093,2845036232282.5,,246
11905,Sub-Saharan Africa,SSF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,338008902911.42017,338846597924.57355,343328413605.82605,384919679939.6583,494680519217.4501,614512111831.7227,726591864345.437,833177244294.0354,955788842804.953,1012066327033.7954,1129225345148.4626,1271464129351.0615,1507723653477.8396,1602240871647.4573,1708679368267.6072,1664486242215.1897,1566260420831.7532,,246
12114,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,3.55606007575989,3.8284749984741198,,3.85514497756958,3.63445508480072,3.9081149101257346,3.4622700214386,3.5073900222778303,4.53121519088745,3.6357998847961404,4.59987020492554,4.55785989761353,3.94188499450684,,,,,228
12118,Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.17797994613647,4.68485021591187,4.582509994506835,4.978279829025269,4.855050086975099,4.94440007209778,4.94902992248535,4.714854955673215,4.97591996192932,5.17166996002197,5.349910020828245,5.006710052490235,4.93020009994507,5.17682981491089,5.1255898475647,,,,228
12131,Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.8258299827575697,4.175589799880981,4.00980997085571,3.9022250175476096,3.74384498596191,,3.89228010177612,3.8418550491332994,4.84116983413696,5.468530178070071,4.8254899978637695,4.72689008712769,4.95539999008179,5.21116495132446,,,,,228
12138,Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,6.20182991027832,,,5.35832977294922,,4.210145115852355,,4.47475004196167,,,,,,,,,,228
12148,South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.548155069351195,,,3.11736011505127,2.56005495786667,3.1359300613403303,2.859920024871825,2.63404011726379,2.7461700439453103,2.60000991821289,3.42416000366211,2.8279850482940696,2.351320028305055,2.9839249849319445,3.1223150491714446,2.9821399450302146,,,228
12150,Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.1748149394989,3.47415995597839,3.2158100605011,,3.63333010673523,3.6362500190734903,3.74743497371674,,3.607715010643005,4.082415103912354,3.8366099596023546,3.89921998977661,4.0897498130798295,4.50051021575928,,,,,228
12342,East Asia & Pacific,EAS,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,287.3807288019138,307.22494127406935,331.8794257416269,359.9421098696979,385.20583487098844,421.5273472923804,458.56369545497336,498.059058184535,546.7589062582662,611.9361993508637,650.5535047734165,711.5923932150247,779.826184227516,835.3200466133778,892.7765473154875,,,,236
12346,Europe & Central Asia,ECS,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,1224.8290638920516,1320.2066455341662,1418.1284988283926,1497.5642573842931,1581.9737058245373,1699.8784371563474,1860.1580373194809,1972.1578010261105,2171.1557490778587,2296.4265505157337,2320.3769567752634,2397.6109448575808,2461.0906013796757,2516.460118249765,2578.1482497951583,,,,236
12359,Latin America & Caribbean,LCN,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,521.4557780153878,547.3573921043453,546.1271297682114,572.1235523132008,615.9957081197458,712.9077447920369,765.5127710738598,834.0491565841184,878.4994998684683,949.5036588062762,954.5078013707988,985.4853175847612,1021.3516249216086,1076.3313638285706,1109.7426050899153,,,,236
12366,Middle East & North Africa,MEA,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,455.8758749038651,507.33033214854555,536.6635776618509,517.4222158610279,544.7055191567682,562.3069128150701,589.1984173552373,625.6240854797168,649.005791697452,817.7014765279479,806.3678115210457,817.453819520082,875.4915064194122,904.9179540032706,957.0651958024127,,,,236
12377,South Asia,SAS,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,80.39753576328529,87.71557047743104,89.75386267597973,94.20516320471165,101.1215909120272,114.4005227535122,126.40525088470316,138.2891790008082,147.41242691418978,157.80432824466104,169.4440009287894,182.86464600313874,193.53398910459262,211.9758732430648,233.4683490636776,,,,236
12379,Sub-Saharan Africa,SSF,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,105.7190055784095,115.69441373663635,111.20525376527935,135.68408687838536,149.99638436003997,155.68971130424072,161.67701330481154,180.1445107658677,185.18710632403548,198.5609836695114,176.75117943985995,186.02785942634702,186.14918084621368,198.12785439506007,200.72361807690532,,,,236
12578,East Asia & Pacific,EAS,"Health expenditure, public (% of GDP)",SH.XPD.PUBL.ZS,4.6987919271030485,4.69860657260895,4.615072111206357,4.629434208349959,4.62448170993837,4.566920744577427,4.356464194795844,4.266963206263574,4.408113491144358,4.841621380632817,4.758260715004697,4.858040445461296,4.863606763869402,4.635175989462005,4.56307571319554,,,,236
