,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,number of countries
5339,China,CHN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,10.6999998092651,10.0,9.39999961853027,8.60000038146973,8.0,7.199999809265139,6.5,6.0,5.199999809265139,4.800000190734861,4.5,4.099999904632569,3.79999995231628,3.5999999046325697,3.4000000953674303,3.29999995231628,3.0999999046325697,2.9000000953674303,232
5380,India,IND,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,12.8000001907349,16.0,15.0,15.1999998092651,14.0,13.3999996185303,12.6999998092651,12.1000003814697,11.0,11.3000001907349,11.0,10.0,9.60000038146973,9.5,9.10000038146973,8.699999809265138,8.300000190734862,7.800000190734861,232
5442,Russian Federation,RUS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.200000002980232,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.200000002980232,0.400000005960464,0.5,0.30000001192092896,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.30000001192092896,232
5479,United Kingdom,GBR,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.30000001192092896,0.200000002980232,0.200000002980232,0.200000002980232,0.30000001192092896,0.200000002980232,0.200000002980232,0.30000001192092896,0.200000002980232,0.200000002980232,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,232
5480,United States,USA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.0,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,232
5498,Euro area,EMU,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,11.2125,10.83125,9.10625,7.629411764705884,6.958823529411764,6.538888888888887,5.81111111111111,5.988888888888888,5.515789473684211,5.247368421052631,4.847368421052631,4.63684210526316,4.015789473684212,3.826315789473684,3.5684210526315785,235
5544,Australia,AUS,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,2.0,2.1,1.9,1.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,235
5559,Brazil,BRA,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,5.9,5.5,4.8,5.2,5.0,235
5567,Canada,CAN,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,0.6,0.9,0.9,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,235
5571,China,CHN,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,1.9,0.9,0.7,0.7,0.6,235
5611,India,IND,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,41.2,16.2,14.3,13.8,14.8,235
5675,Russian Federation,RUS,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,1.5,1.4,1.4,1.2,1.1,235
5715,United Kingdom,GBR,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,1.0,0.9,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.3,0.3,0.1,0.1,0.0,235
5716,United States,USA,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,1.2,1.2,1.1,1.1,1.1,235
5733,Euro area,EMU,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,11.2125,10.83125,9.10625,7.629411764705884,6.958823529411764,6.538888888888887,5.81111111111111,5.988888888888888,5.515789473684211,5.247368421052631,4.847368421052631,4.63684210526316,4.015789473684212,3.826315789473684,3.5684210526315785,235
5779,Australia,AUS,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,2.0,2.1,1.9,1.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,235
5794,Brazil,BRA,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,5.9,5.5,4.8,5.2,5.0,235
5802,Canada,CAN,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,0.6,0.9,0.9,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,235
5806,China,CHN,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,1.9,0.9,0.7,0.7,0.6,235
5846,India,IND,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,41.2,16.2,14.3,13.8,14.8,235
5910,Russian Federation,RUS,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,1.5,1.4,1.4,1.2,1.1,235
5950,United Kingdom,GBR,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,1.0,0.9,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.3,0.3,0.1,0.1,0.0,235
5951,United States,USA,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,1.2,1.2,1.1,1.1,1.1,235
5968,Euro area,EMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.602730622403476,9.479675479802642,9.554747120362432,9.758583976492368,9.230968354554438,9.432021756387474,9.231845736561038,9.319785948491518,9.400786223649673,9.42119946314431,9.420780732602402,9.42004337850176,9.704336603754577,9.66591800363355,9.49510368582485,10.065230674488195,,,257
6017,Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.6,6.8,6.6,6.5,6.4,6.4,6.7,6.7,6.5,6.5,6.6,6.6,6.4,6.6,6.6,,,257
6033,Brazil,BRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.994,5.933,5.888999999999999,5.86,5.843,5.836,5.836,5.841,5.848,5.859,5.872999999999999,5.895,5.9270000000000005,5.971,6.027,6.0920000000000005,,,257
6041,Canada,CAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.1,7.1,7.1,7.2,7.25,7.1,7.0,7.1,7.2,7.1,7.1,7.0,7.1,7.2,7.3,7.5,,,257
6047,China,CHN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.45,6.43,6.41,6.4,6.42,6.51,6.81,6.93,7.06,7.08,7.11,7.14,7.15,7.16,7.16,7.1,,,257
6093,India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.692,8.56,8.435,8.316,8.199,8.084,7.9670000000000005,7.852,7.739,7.632000000000001,7.534,7.4510000000000005,7.385,7.3389999999999995,7.312,7.303,,,257
6163,Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.3,15.6,15.4,16.4,16.0,16.1,15.2,14.6,14.5,14.1,14.2,13.5,13.3,13.0,13.1,13.0,,,257
6206,United Kingdom,GBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.3,10.2,10.2,10.2,9.7,9.6,9.4,9.4,9.4,9.0,8.9,8.7,8.9,9.0,8.8,9.3,,,257
6207,United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5,8.5,8.5,8.4,8.2,8.3,8.1,8.0,8.1,7.9,8.0,8.1,8.1,8.2,8.2,8.2,,,257
6225,Euro area,EMU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,3.3479418316053526,3.2384801044441116,3.1507025853278696,3.1664440848051822,2.8390162982523663,2.6938566225765834,2.7605063324678127,2.744780335634675,2.7973806679118502,2.7237586170829635,2.714566008586807,2.7057928451348467,2.707436291383052,2.748817113697692,2.696006319871267,2.7487457650772344,2.7716208357404417,2.7769347632096384,232
6270,Australia,AUS,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,5.300000190734861,5.699999809265139,5.599999904632571,5.5,5.300000190734861,5.400000095367429,5.09999990463257,5.0,5.0,4.59999990463257,4.800000190734861,4.59999990463257,4.40000009536743,4.40000009536743,4.30000019073486,4.40000009536743,4.19999980926514,4.19999980926514,232
6285,Brazil,BRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.4000000953674303,2.4000000953674303,2.70000004768372,2.5,2.5,2.9000000953674303,3.0,2.5,3.0999999046325697,2.79999995231628,2.2999999523162797,2.4000000953674303,2.5999999046325697,2.79999995231628,2.79999995231628,2.9000000953674303,3.0,3.0,232
6293,Canada,CAN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,3.29999995231628,2.9000000953674303,3.0,2.9000000953674303,3.0,3.0999999046325697,3.0,2.9000000953674303,2.79999995231628,2.79999995231628,2.70000004768372,2.79999995231628,2.5999999046325697,2.5999999046325697,2.5999999046325697,2.70000004768372,2.5999999046325697,2.5999999046325697,232
6298,China,CHN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.6000000238418579,0.699999988079071,0.699999988079071,0.8000000119209291,0.8999999761581421,0.8999999761581421,1.0,1.1000000238418601,1.29999995231628,1.39999997615814,1.5,1.70000004768372,1.79999995231628,1.79999995231628,1.79999995231628,1.89999997615814,1.89999997615814,2.0,232
6339,India,IND,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.5,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,232
6401,Russian Federation,RUS,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.6000000238418579,1.0,1.0,0.8000000119209291,0.8999999761581421,1.0,0.8999999761581421,1.1000000238418601,1.1000000238418601,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,232
6438,United Kingdom,GBR,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.70000004768372,1.60000002384186,1.60000002384186,1.60000002384186,1.70000004768372,1.60000002384186,1.5,1.60000002384186,1.39999997615814,1.39999997615814,1.5,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,232
6439,United States,USA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.2999999523162797,2.2000000476837203,2.2999999523162797,2.2999999523162797,2.2999999523162797,2.2000000476837203,2.09999990463257,2.09999990463257,2.09999990463257,2.09999990463257,2.2999999523162797,2.2000000476837203,2.2000000476837203,2.2000000476837203,2.2000000476837203,2.2000000476837203,2.2000000476837203,2.2000000476837203,232
6457,Euro area,EMU,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,8.117790883516344,8.002972391298663,7.8924958207652445,8.11662950209039,7.175515836047097,7.054243646705452,7.095409275867821,7.084433111105968,7.121598521786932,7.1442894034190525,7.098499389607039,6.923500800974875,6.793819671532256,6.814288059119434,6.71502743363544,6.61972808827285,6.482454727401067,6.463297974323286,232
6502,Australia,AUS,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,9.30000019073486,9.5,9.30000019073486,9.10000038146973,9.10000038146973,9.19999980926514,8.89999961853027,8.300000190734862,8.39999961853027,8.60000038146973,8.60000038146973,8.10000038146973,8.0,8.0,8.0,7.800000190734861,7.900000095367429,7.800000190734861,232
6517,Brazil,BRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.300000190734861,5.5,5.400000095367429,5.400000095367429,5.300000190734861,5.5,5.900000095367429,4.90000009536743,5.800000190734861,5.699999809265139,4.099999904632569,4.40000009536743,5.0,5.09999990463257,5.09999990463257,5.5,5.400000095367429,5.300000190734861,232
6525,Canada,CAN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.5,7.300000190734861,7.0,7.099999904632571,7.300000190734861,7.400000095367429,7.099999904632571,7.099999904632571,7.199999809265139,7.300000190734861,7.199999809265139,6.800000190734861,6.599999904632571,6.699999809265139,6.5,6.599999904632571,6.400000095367429,6.400000095367429,232
6530,China,CHN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2.5999999046325697,2.5999999046325697,2.5999999046325697,2.9000000953674303,3.29999995231628,3.5999999046325697,3.9000000953674303,4.099999904632569,4.800000190734861,4.800000190734861,5.300000190734861,5.800000190734861,5.900000095367429,5.800000190734861,5.800000190734861,5.800000190734861,5.800000190734861,5.900000095367429,232
6571,India,IND,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.1000000238418601,1.29999995231628,1.29999995231628,1.29999995231628,1.5,1.60000002384186,1.20000004768372,1.29999995231628,1.29999995231628,1.29999995231628,1.39999997615814,1.5,1.39999997615814,1.39999997615814,1.29999995231628,1.29999995231628,1.29999995231628,1.39999997615814,232
6633,Russian Federation,RUS,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.29999995231628,1.70000004768372,1.60000002384186,1.5,1.70000004768372,1.5,1.5,1.70000004768372,1.89999997615814,1.70000004768372,1.60000002384186,1.60000002384186,1.5,1.70000004768372,1.79999995231628,1.70000004768372,1.79999995231628,1.79999995231628,232
6670,United Kingdom,GBR,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.5,4.5,4.30000019073486,4.19999980926514,4.19999980926514,4.099999904632569,4.099999904632569,4.0,4.099999904632569,4.0,3.70000004768372,3.5999999046325697,3.5,3.4000000953674303,3.5,3.4000000953674303,3.29999995231628,3.29999995231628,232
6671,United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.5,5.400000095367429,5.5,5.400000095367429,5.400000095367429,5.199999809265139,5.09999990463257,5.09999990463257,5.09999990463257,5.09999990463257,5.300000190734861,5.199999809265139,5.199999809265139,5.09999990463257,5.09999990463257,5.09999990463257,5.0,5.0,232
6689,Euro area,EMU,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,4.327119683048058,4.156770024950552,3.9853435061864215,3.8245299109730446,3.506095839770801,3.4157288622833097,3.2856735672061737,3.1017046643860966,2.910478462007891,2.7287746219194258,2.684097404096263,2.5034368832479625,2.4321412653333923,2.3254774278946604,2.2187644217045004,2.1522538429384417,2.1446690656898437,2.1173496971476453,232
6734,Australia,AUS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,3.5,3.5,3.0999999046325697,2.5999999046325697,2.70000004768372,2.4000000953674303,2.2999999523162797,2.2000000476837203,2.2000000476837203,2.2999999523162797,2.2999999523162797,2.0,1.89999997615814,1.79999995231628,1.79999995231628,1.70000004768372,1.70000004768372,1.70000004768372,232
6749,Brazil,BRA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,11.1000003814697,16.2000007629395,16.2999992370605,15.8999996185303,15.8999996185303,15.8999996185303,14.8999996185303,13.8000001907349,13.1000003814697,12.1000003814697,11.3999996185303,11.3999996185303,10.3999996185303,9.89999961853027,10.6000003814697,10.5,10.8999996185303,10.8999996185303,232
6757,Canada,CAN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.89999997615814,1.60000002384186,1.60000002384186,1.60000002384186,1.5,1.60000002384186,1.60000002384186,1.5,1.39999997615814,1.29999995231628,1.20000004768372,1.20000004768372,1.29999995231628,1.20000004768372,1.20000004768372,1.20000004768372,1.20000004768372,1.20000004768372,232
6762,China,CHN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,53.5,52.7999992370605,51.9000015258789,50.0999984741211,48.9000015258789,47.0999984741211,45.2000007629395,43.4000015258789,41.7000007629395,40.7000007629395,39.2000007629395,37.7000007629395,36.5,35.5,34.4000015258789,33.0999984741211,32.4000015258789,31.2999992370605,232
6803,India,IND,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,74.9000015258789,74.9000015258789,74.0999984741211,73.5,72.0,71.0999984741211,69.5,68.3000030517578,67.59999847412111,66.59999847412111,65.40000152587889,63.0999984741211,62.2999992370605,62.5,62.0,61.5999984741211,60.5999984741211,59.9000015258789,232
6865,Russian Federation,RUS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,11.6999998092651,9.30000019073486,8.89999961853027,8.199999809265138,7.900000095367429,7.900000095367429,7.800000190734861,6.900000095367429,6.699999809265139,6.400000095367429,5.699999809265139,5.599999904632571,5.400000095367429,5.400000095367429,5.199999809265139,5.09999990463257,5.199999809265139,5.199999809265139,232
6902,United Kingdom,GBR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.8000000119209291,0.699999988079071,0.699999988079071,0.6000000238418579,0.6000000238418579,0.699999988079071,0.699999988079071,0.8000000119209291,0.8999999761581421,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.699999988079071,0.6000000238418579,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,232
6903,United States,USA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.39999997615814,1.29999995231628,1.29999995231628,0.8999999761581421,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.699999988079071,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,0.8000000119209291,232
6921,Euro area,EMU,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,5.932694100070817,5.82556863291375,5.7605372842939335,5.735659620692793,5.339799106847897,5.256670257136124,5.145014031895347,4.891752494529745,4.717188203245102,4.424472352260482,4.462198390024624,4.3891898660805,4.432923027576887,4.447700417321365,4.3355397407768885,4.273330652406706,4.165668584876333,4.111998059661259,232
6966,Australia,AUS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,6.099999904632571,5.800000190734861,5.400000095367429,4.90000009536743,4.5,4.40000009536743,4.30000019073486,4.19999980926514,4.19999980926514,4.19999980926514,4.099999904632569,3.70000004768372,3.79999995231628,3.70000004768372,3.70000004768372,3.70000004768372,3.5999999046325697,3.5999999046325697,232
6981,Brazil,BRA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,23.899999618530302,23.899999618530302,23.600000381469698,24.0,24.600000381469698,23.7000007629395,22.600000381469698,21.600000381469698,20.5,20.5,19.3999996185303,18.7999992370605,17.6000003814697,17.3999996185303,17.5,18.1000003814697,18.2999992370605,18.3999996185303,232
6989,Canada,CAN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,4.5,3.79999995231628,3.79999995231628,3.9000000953674303,3.70000004768372,3.70000004768372,3.5999999046325697,3.4000000953674303,3.29999995231628,3.20000004768372,3.0,3.0,3.0,3.0,2.9000000953674303,3.0,2.9000000953674303,2.9000000953674303,232
6994,China,CHN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,47.5999984741211,46.9000015258789,45.7000007629395,43.2999992370605,41.4000015258789,38.9000015258789,36.5999984741211,34.5,32.7999992370605,31.7999992370605,30.100000381469698,28.600000381469698,27.7000007629395,27.0,26.100000381469698,25.600000381469698,24.2999992370605,23.5,232
7035,India,IND,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,54.2000007629395,54.9000015258789,53.5,52.7999992370605,50.7000007629395,49.5,49.0,47.9000015258789,47.0999984741211,46.7999992370605,46.2000007629395,42.5999984741211,42.4000015258789,42.4000015258789,41.7000007629395,41.0,40.0999984741211,39.2999992370605,232
7097,Russian Federation,RUS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,17.2000007629395,14.6000003814697,13.6000003814697,13.5,12.3999996185303,12.1999998092651,12.1999998092651,11.0,10.3999996185303,10.3999996185303,10.0,9.69999980926514,9.10000038146973,8.699999809265138,8.199999809265138,8.199999809265138,8.300000190734862,8.300000190734862,232
7134,United Kingdom,GBR,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,2.09999990463257,1.89999997615814,2.0,1.70000004768372,1.79999995231628,1.89999997615814,1.89999997615814,1.89999997615814,2.0,1.60000002384186,1.70000004768372,1.70000004768372,1.70000004768372,1.5,1.70000004768372,1.70000004768372,1.70000004768372,1.60000002384186,232
7135,United States,USA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,3.4000000953674303,3.0999999046325697,3.29999995231628,2.2999999523162797,2.2000000476837203,2.2000000476837203,2.0,2.0,2.09999990463257,2.09999990463257,2.2999999523162797,2.2999999523162797,2.2000000476837203,2.2000000476837203,2.09999990463257,2.09999990463257,2.09999990463257,2.09999990463257,232
7153,Euro area,EMU,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,16.568754841512963,16.356258552347054,15.99938931642615,15.329558516180894,14.934238835758102,14.379535460456008,14.024854160369733,13.829079632756475,13.535403793267546,12.474079734123194,12.057118931171901,12.0705826842255,11.870348249708554,11.721635686190119,11.602318810333461,11.642670255102432,11.45089938716601,11.269106409616828,232
7198,Australia,AUS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,10.5,10.0,10.0,10.0,9.69999980926514,9.80000019073486,9.39999961853027,9.39999961853027,9.39999961853027,9.19999980926514,8.89999961853027,8.0,7.599999904632571,8.89999961853027,8.699999809265138,8.60000038146973,8.300000190734862,8.199999809265138,232
7213,Brazil,BRA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,12.3000001907349,9.89999961853027,12.6000003814697,12.8000001907349,12.8999996185303,13.3000001907349,13.0,13.1000003814697,13.8000001907349,13.1000003814697,13.0,12.1000003814697,12.5,12.1999998092651,11.6999998092651,11.0,10.8999996185303,10.8999996185303,232
7221,Canada,CAN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,11.1000003814697,11.0,11.1999998092651,11.1000003814697,10.8999996185303,10.6000003814697,10.8000001907349,10.3999996185303,10.1000003814697,9.39999961853027,9.0,8.89999961853027,9.0,8.89999961853027,8.80000019073486,8.60000038146973,8.5,8.60000038146973,232
7226,China,CHN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,16.2000007629395,16.2000007629395,16.5,17.5,17.2999992370605,17.3999996185303,17.6000003814697,17.5,17.6000003814697,17.5,17.6000003814697,17.5,17.2000007629395,16.7999992370605,16.3999996185303,16.3999996185303,16.2999992370605,16.2999992370605,232
7267,India,IND,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,11.3999996185303,11.3999996185303,12.0,12.5,13.6999998092651,14.3999996185303,15.5,16.2999992370605,16.5,17.1000003814697,17.7999992370605,19.0,19.1000003814697,18.2000007629395,18.1000003814697,18.2000007629395,18.2000007629395,18.2999992370605,232
7329,Russian Federation,RUS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,21.7999992370605,22.7999992370605,22.600000381469698,22.399999618530302,21.600000381469698,21.2999992370605,20.6000003814697,20.2000007629395,19.0,17.8999996185303,17.7999992370605,17.6000003814697,17.5,17.1000003814697,16.6000003814697,16.2000007629395,16.3999996185303,16.2999992370605,232
7366,United Kingdom,GBR,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,11.8999996185303,11.3999996185303,10.8000001907349,10.1999998092651,9.5,9.39999961853027,9.5,9.39999961853027,9.0,7.699999809265139,7.5,7.5,7.599999904632571,7.699999809265139,7.900000095367429,7.699999809265139,7.599999904632571,7.5,232
7367,United States,USA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,12.0,11.3000001907349,10.5,9.80000019073486,9.5,9.30000019073486,9.10000038146973,9.19999980926514,8.80000019073486,8.0,7.599999904632571,7.599999904632571,7.5,7.400000095367429,7.300000190734861,7.199999809265139,7.0,7.0,232
7385,Euro area,EMU,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,39.599176491796776,39.46664728664654,39.22997263301143,38.7583042620509,38.68775398906186,38.18743698122647,38.26355646732504,38.31920183897536,37.95572667563647,36.902148606709034,35.988584345843634,35.59758688562656,35.09150063604623,34.320780352460396,34.078109632694634,34.07696744764873,33.914666814418,33.73257222156381,232
7430,Australia,AUS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,30.600000381469698,29.600000381469698,29.7999992370605,29.899999618530302,30.7000007629395,30.7999992370605,31.0,31.0,31.600000381469698,31.0,30.7999992370605,30.0,29.899999618530302,33.7000007629395,33.2999992370605,32.7999992370605,32.2999992370605,32.0,232
7445,Brazil,BRA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,26.7999992370605,27.0,27.2999992370605,26.600000381469698,26.7000007629395,27.2999992370605,27.2999992370605,28.2000007629395,29.7999992370605,28.7999992370605,29.2000007629395,28.7000007629395,30.0,30.100000381469698,30.0,29.2999992370605,29.100000381469698,29.2000007629395,232
7453,Canada,CAN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,32.0999984741211,32.0999984741211,32.2000007629395,31.7999992370605,32.2000007629395,32.0999984741211,31.7000007629395,31.2000007629395,31.5,30.2000007629395,30.399999618530302,30.5,30.600000381469698,30.2999992370605,30.100000381469698,29.600000381469698,29.399999618530302,29.399999618530302,232
7458,China,CHN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,20.8999996185303,21.2999992370605,22.100000381469698,23.600000381469698,24.399999618530302,25.399999618530302,26.399999618530302,27.100000381469698,27.7999992370605,28.399999618530302,29.100000381469698,29.600000381469698,29.7000007629395,29.600000381469698,29.600000381469698,29.600000381469698,29.7999992370605,29.899999618530302,232
